Sector,pct change
Technology,13.548758106993786
Basic Materials,12.188316269902783
Consumer Defensive,9.328190331559545
Industrials,7.555920120072652
Healthcare,7.233188235364092
Consumer Cyclical,6.285675348442743
Financial Services,-7.277631231289296
Communication Services,-9.482677266877985
Utilities,-16.2212584099489
Energy,-20.83385724081893
Real Estate,-33.50675464104663
