Date,Close,Ticker,Year,Month,Sector,Industry,Full Time Emp
2016-01-29,43.66,EXLS,2016,1,Technology,Information Technology Services,31700.0
2016-01-29,66.14,GCO,2016,1,Consumer Cyclical,Apparel Retail,5650.0
2016-01-29,21.44,LZB,2016,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500.0
2016-01-29,37.22,FUL,2016,1,Basic Materials,Specialty Chemicals,6369.0
2016-01-29,14.6,LMAT,2016,1,Healthcare,Medical Instruments & Supplies,454.0
2016-01-29,30.3,ALEX,2016,1,Real Estate,REIT-Diversified,793.0
2016-01-29,20.53,PPBI,2016,1,Financial Services,Banks-Regional,989.0
2016-01-29,28.83,MANT,2016,1,Technology,Software-Application,8900.0
2016-01-29,16.52,EXTN,2016,1,Energy,Oil & Gas Equipment & Services,3600.0
2016-01-29,13.63,RC,2016,1,Real Estate,REIT-Mortgage,500.0
2016-01-29,12.24,RMBS,2016,1,Technology,Semiconductors,685.0
2016-01-29,17.43,FMBI,2016,1,Financial Services,Banks-Regional,2122.0
2016-01-29,27.28,FELE,2016,1,Industrials,Specialty Industrial Machinery,5500.0
2016-01-29,28.93,ABCB,2016,1,Financial Services,Banks-Regional,2656.0
2016-01-29,58.85,RGR,2016,1,Industrials,Aerospace & Defense,1609.0
2016-01-29,8.71,ELY,2016,1,Consumer Cyclical,Leisure,4200.0
2016-01-29,2.6,FBP,2016,1,Financial Services,Banks-Regional,2674.0
2016-01-29,28.82,EPAY,2016,1,Technology,Software-Infrastructure,2000.0
2016-01-29,25.86,GBX,2016,1,Industrials,Railroads,10600.0
2016-01-29,2.88,PRDO,2016,1,Consumer Defensive,Education & Training Services,2250.0
2016-01-29,21.01,AIR,2016,1,Industrials,Aerospace & Defense,4200.0
2016-01-29,2.17,LNTH,2016,1,Healthcare,Diagnostics & Research,508.0
2016-01-29,25.7,ENTA,2016,1,Healthcare,Biotechnology,141.0
2016-01-29,37.21,WIRE,2016,1,Industrials,Electrical Equipment & Parts,1380.0
2016-01-29,70.34,LNN,2016,1,Industrials,Farm & Heavy Construction Machinery,1125.0
2016-01-29,18.03,AEGN,2016,1,Industrials,Engineering & Construction,4900.0
2016-01-29,13.62,RCII,2016,1,Industrials,Rental & Leasing Services,14500.0
2016-01-29,28.08,AEIS,2016,1,Industrials,Electrical Equipment & Parts,10917.0
2016-01-29,27.44,WDR,2016,1,Financial Services,Asset Management,1162.0
2016-01-29,13.55,PMT,2016,1,Real Estate,REIT-Mortgage,1.0
2016-01-29,18.75,FBNC,2016,1,Financial Services,Banks-Regional,1065.0
2016-01-29,14.38,PTEN,2016,1,Energy,Oil & Gas Drilling,5800.0
2016-01-29,43.16,FWRD,2016,1,Industrials,Integrated Freight & Logistics,4640.0
2016-01-29,23.28,EPAC,2016,1,Industrials,Specialty Industrial Machinery,2300.0
2016-01-29,76.56,PSMT,2016,1,Consumer Defensive,Discount Stores,9500.0
2016-01-29,38.44,AIT,2016,1,Industrials,Industrial Distribution,6141.0
2016-01-29,8.31,FORM,2016,1,Technology,Semiconductors,1836.0
2016-01-29,40.41,M,2016,1,Consumer Cyclical,Department Stores,123000.0
2016-01-29,5.98,RDNT,2016,1,Healthcare,Diagnostics & Research,6165.0
2016-01-29,12.0,WETF,2016,1,Financial Services,Asset Management,211.0
2016-01-29,25.89,PRGS,2016,1,Technology,Software-Application,1538.0
2016-01-29,22.45,ENSG,2016,1,Healthcare,Medical Care Facilities,24500.0
2016-01-29,50.12,PRA,2016,1,Financial Services,Insurance-Property & Casualty,961.0
2016-01-29,12.47,RES,2016,1,Energy,Oil & Gas Equipment & Services,2700.0
2016-01-29,12.82,QEP,2016,1,Energy,Oil & Gas E&P,248.0
2016-01-29,3.04,EZPW,2016,1,Financial Services,Credit Services,6800.0
2016-01-29,25.67,FARO,2016,1,Technology,Scientific & Technical Instruments,1818.0
2016-01-29,15.01,RAVN,2016,1,Industrials,Specialty Industrial Machinery,1362.0
2016-01-29,26.7,ETH,2016,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369.0
2016-01-29,15.11,RGP,2016,1,Industrials,Consulting Services,929.0
2016-01-29,34.82,RMAX,2016,1,Real Estate,Real Estate Services,500.0
2016-01-29,24.91,EIG,2016,1,Financial Services,Insurance-Specialty,704.0
2016-01-29,13.9,RGNX,2016,1,Healthcare,Biotechnology,257.0
2016-01-29,94.71,PLUS,2016,1,Technology,Software-Application,1497.0
2016-01-29,25.04,POWL,2016,1,Industrials,Electrical Equipment & Parts,1997.0
2016-01-29,54.99,PRLB,2016,1,Industrials,Metal Fabrication,2535.0
2016-01-29,12.12,LOCO,2016,1,Consumer Cyclical,Restaurants,5005.0
2016-01-29,21.21,ADUS,2016,1,Healthcare,Medical Care Facilities,5002.0
2016-01-29,13.74,EVTC,2016,1,Technology,Software-Infrastructure,2300.0
2016-01-29,33.92,AIN,2016,1,Consumer Cyclical,Textile Manufacturing,4000.0
2016-01-29,44.83,PLT,2016,1,Technology,Communication Equipment,6584.0
2016-01-29,11.06,WNC,2016,1,Industrials,Farm & Heavy Construction Machinery,6900.0
2016-01-29,19.19,LMNX,2016,1,Healthcare,Medical Instruments & Supplies,1257.0
2016-01-29,16.78,MRTN,2016,1,Industrials,Trucking,4087.0
2016-01-29,14.79,FSS,2016,1,Industrials,Pollution & Treatment Controls,3600.0
2016-01-29,16.9,FCPT,2016,1,Real Estate,REIT-Hotel & Motel,361.0
2016-01-29,6.93,REGI,2016,1,Energy,Oil & Gas Refining & Marketing,829.0
2016-01-29,10.49,EHTH,2016,1,Financial Services,Insurance Brokers,1500.0
2016-01-29,7.76,LPI,2016,1,Energy,Oil & Gas E&P,280.0
2016-01-29,8.73,FCF,2016,1,Financial Services,Banks-Regional,1399.0
2016-01-29,24.91,FN,2016,1,Technology,Electronic Components,11506.0
2016-01-29,3.81,QNST,2016,1,Communication Services,Advertising Agencies,592.0
2016-01-29,34.37,MPAA,2016,1,Consumer Cyclical,Auto Parts,4012.0
2016-01-29,21.8,MIK,2016,1,Consumer Cyclical,Specialty Retail,12000.0
2016-01-29,104.0,MLAB,2016,1,Technology,Scientific & Technical Instruments,460.0
2016-01-29,5.66,LPSN,2016,1,Technology,Software-Application,1213.0
2016-01-29,29.75,PRAA,2016,1,Financial Services,Credit Services,3811.0
2016-01-29,36.27,PLAY,2016,1,Consumer Cyclical,Restaurants,15908.0
2016-01-29,23.78,AGO,2016,1,Financial Services,Insurance-Specialty,441.0
2016-01-29,29.03,MED,2016,1,Consumer Cyclical,Personal Services,550.0
2016-01-29,65.75,MNRO,2016,1,Consumer Cyclical,Auto Parts,8184.0
2016-01-29,16.0,FFBC,2016,1,Financial Services,Banks-Regional,2065.0
2016-01-29,25.7,MOV,2016,1,Consumer Cyclical,Luxury Goods,1145.0
2016-01-29,23.84,FLOW,2016,1,Industrials,Specialty Industrial Machinery,5000.0
2016-01-29,34.43,ESE,2016,1,Technology,Scientific & Technical Instruments,2713.0
2016-01-29,25.23,WRE,2016,1,Real Estate,REIT-Office,125.0
2016-01-29,53.43,REX,2016,1,Energy,Oil & Gas Refining & Marketing,128.0
2016-01-29,28.94,WRLD,2016,1,Financial Services,Credit Services,3744.0
