Date,Close,Ticker,Year,Month,Sector,Industry,Full Time Emp
2020-01-31,7.93,TRST,2020,1,Financial Services,Banks-Regional,771.0
2020-01-31,17.51,LNTH,2020,1,Healthcare,Diagnostics & Research,508.0
2020-01-31,27.61,EPRT,2020,1,Real Estate,REIT-Diversified,27.0
2020-01-31,42.14,MDC,2020,1,Consumer Cyclical,Residential Construction,1656.0
2020-01-31,9.58,VRA,2020,1,Consumer Cyclical,Footwear & Accessories,2700.0
2020-01-31,41.37,FORR,2020,1,Industrials,Consulting Services,1823.0
2020-01-31,63.98,GTLS,2020,1,Industrials,Specialty Industrial Machinery,5743.0
2020-01-31,17.22,MOV,2020,1,Consumer Cyclical,Luxury Goods,1145.0
2020-01-31,13.95,RPT,2020,1,Real Estate,REIT-Retail,104.0
2020-01-31,50.85,AVA,2020,1,Utilities,Utilities-Diversified,1920.0
2020-01-31,9.61,ZYXI,2020,1,Healthcare,Medical Devices,283.0
2020-01-31,35.03,SWM,2020,1,Basic Materials,Paper & Paper Products,3400.0
2020-01-31,19.49,MXL,2020,1,Technology,Semiconductors,697.0
2020-01-31,9.84,VIVO,2020,1,Healthcare,Diagnostics & Research,0.0
2020-01-31,70.96,MTH,2020,1,Consumer Cyclical,Residential Construction,1510.0
2020-01-31,79.74,LGIH,2020,1,Consumer Cyclical,Residential Construction,953.0
2020-01-31,114.22,KNSL,2020,1,Financial Services,Insurance-Property & Casualty,275.0
2020-01-31,9.41,LTHM,2020,1,Basic Materials,Specialty Chemicals,800.0
2020-01-31,66.37,WD,2020,1,Financial Services,Mortgage Finance,861.0
2020-01-31,28.91,CMTL,2020,1,Technology,Communication Equipment,2034.0
2020-01-31,14.7,ZEUS,2020,1,Basic Materials,Steel,1551.0
2020-01-31,65.0,VVI,2020,1,Industrials,Specialty Business Services,5361.0
2020-01-31,18.28,ARI,2020,1,Real Estate,REIT-Mortgage,0.0
2020-01-31,31.29,NTUS,2020,1,Healthcare,Medical Devices,1484.0
2020-01-31,11.07,LXP,2020,1,Real Estate,REIT-Diversified,57.0
2020-01-31,17.76,KELYA,2020,1,Industrials,Staffing & Employment Services,7700.0
2020-01-31,35.24,FBC,2020,1,Financial Services,Banks-Regional,4871.0
