Date,Close,Ticker,Year,Month,Sector,Industry,Full Time Emp
2018-01-31,31.33,IIIN,2018,1,Industrials,Metal Fabrication,881.0
2018-01-31,33.24,NBHC,2018,1,Financial Services,Banks-Regional,1229.0
2018-01-31,68.8,CHCO,2018,1,Financial Services,Banks-Regional,921.0
2018-01-31,41.3,HMN,2018,1,Financial Services,Insurance-Property & Casualty,1538.0
2018-01-31,34.92,TRUP,2018,1,Financial Services,Insurance-Specialty,738.0
2018-01-31,56.3,AAWW,2018,1,Industrials,Airports & Air Services,3587.0
2018-01-31,19.45,KREF,2018,1,Real Estate,REIT-Mortgage,0.0
2018-01-31,14.5,RC,2018,1,Real Estate,REIT-Mortgage,500.0
2018-01-31,7.53,HLX,2018,1,Energy,Oil & Gas Equipment & Services,1650.0
2018-01-31,46.45,WD,2018,1,Financial Services,Mortgage Finance,861.0
2018-01-31,81.65,REX,2018,1,Energy,Oil & Gas Refining & Marketing,128.0
2018-01-31,11.59,WETF,2018,1,Financial Services,Asset Management,211.0
2018-01-31,75.44,DORM,2018,1,Consumer Cyclical,Auto Parts,2732.0
2018-01-31,22.3,HVT,2018,1,Consumer Cyclical,Home Improvement Retail,3425.0
2018-01-31,17.9,MTRX,2018,1,Energy,Oil & Gas Equipment & Services,2900.0
2018-01-31,51.65,CRVL,2018,1,Financial Services,Insurance Brokers,3824.0
2018-01-31,38.5,TBK,2018,1,Financial Services,Banks-Regional,1122.0
2018-01-31,115.03,ALG,2018,1,Industrials,Farm & Heavy Construction Machinery,4270.0
2018-01-31,59.75,PLXS,2018,1,Technology,Electronic Components,19500.0
2018-01-31,17.25,CBB,2018,1,Communication Services,Telecom Services,4400.0
2018-01-31,9.02,LXP,2018,1,Real Estate,REIT-Diversified,57.0
2018-01-31,17.41,ANGO,2018,1,Healthcare,Medical Instruments & Supplies,800.0
2018-01-31,61.15,ESE,2018,1,Technology,Scientific & Technical Instruments,2713.0
2018-01-31,35.83,TRHC,2018,1,Healthcare,Health Information Services,1286.0
2018-01-31,17.65,AXL,2018,1,Consumer Cyclical,Auto Parts,20000.0
2018-01-31,39.46,ASIX,2018,1,Basic Materials,Chemicals,1520.0
2018-01-31,62.62,JBSS,2018,1,Consumer Defensive,Packaged Foods,1370.0
2018-01-31,137.73,MSTR,2018,1,Technology,Software-Application,2073.0
2018-01-31,29.15,TGI,2018,1,Industrials,Aerospace & Defense,9989.0
2018-01-31,62.7,KAMN,2018,1,Industrials,Aerospace & Defense,2935.0
2018-01-31,87.99,NPO,2018,1,Industrials,Specialty Industrial Machinery,5300.0
2018-01-31,75.55,SAIA,2018,1,Industrials,Trucking,10400.0
2018-01-31,27.5,AJRD,2018,1,Industrials,Aerospace & Defense,4814.0
2018-01-31,16.15,SLP,2018,1,Healthcare,Health Information Services,129.0
2018-01-31,31.55,SENEA,2018,1,Consumer Defensive,Packaged Foods,3200.0
2018-01-31,35.3,HWKN,2018,1,Basic Materials,Specialty Chemicals,656.0
2018-01-31,13.14,WSR,2018,1,Real Estate,REIT-Retail,85.0
2018-01-31,159.25,ALGT,2018,1,Industrials,Airlines,4275.0
2018-01-31,11.76,DRH,2018,1,Real Estate,REIT-Hotel & Motel,31.0
2018-01-31,24.75,EPAC,2018,1,Industrials,Specialty Industrial Machinery,2300.0
2018-01-31,23.36,GLT,2018,1,Basic Materials,Paper & Paper Products,2557.0
2018-01-31,36.4,AAON,2018,1,Industrials,Building Products & Equipment,2290.0
2018-01-31,45.8,KOP,2018,1,Basic Materials,Specialty Chemicals,2120.0
2018-01-31,13.0,NXGN,2018,1,Healthcare,Health Information Services,2754.0
2018-01-31,15.03,EXTR,2018,1,Technology,Communication Equipment,2584.0
2018-01-31,8.58,VIAV,2018,1,Technology,Communication Equipment,3600.0
2018-01-31,26.8,RGNX,2018,1,Healthcare,Biotechnology,257.0
2018-01-31,14.7,MERC,2018,1,Basic Materials,Paper & Paper Products,2325.0
2018-01-31,26.2,CNXN,2018,1,Technology,Electronics & Computer Distribution,2609.0
2018-01-31,18.8,JOE,2018,1,Real Estate,Real Estate-Diversified,55.0
2018-01-31,51.4,CRS,2018,1,Industrials,Metal Fabrication,4600.0
2018-01-31,60.71,FWRD,2018,1,Industrials,Integrated Freight & Logistics,4640.0
2018-01-31,74.7,POWI,2018,1,Technology,Semiconductors,699.0
2018-01-31,17.94,BDN,2018,1,Real Estate,REIT-Office,337.0
2018-01-31,53.3,CBU,2018,1,Financial Services,Banks-Regional,2752.0
2018-01-31,24.85,ETH,2018,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369.0
2018-01-31,87.0,CVGW,2018,1,Consumer Defensive,Packaged Foods,3657.0
2018-01-31,32.83,WWW,2018,1,Consumer Cyclical,Footwear & Accessories,4000.0
2018-01-31,49.05,OMCL,2018,1,Healthcare,Health Information Services,2670.0
2018-01-31,21.76,OSUR,2018,1,Healthcare,Medical Instruments & Supplies,472.0
2018-01-31,51.85,FUL,2018,1,Basic Materials,Specialty Chemicals,6369.0
2018-01-31,42.15,GWB,2018,1,Financial Services,Banks-Regional,1607.0
2018-01-31,32.0,OIS,2018,1,Energy,Oil & Gas Equipment & Services,2337.0
2018-01-31,57.78,CNMD,2018,1,Healthcare,Medical Devices,3300.0
2018-01-31,27.94,LL,2018,1,Consumer Cyclical,Home Improvement Retail,2090.0
2018-01-31,37.33,UFPI,2018,1,Basic Materials,Lumber & Wood Production,12000.0
2018-01-31,20.7,NX,2018,1,Industrials,Building Products & Equipment,3767.0
2018-01-31,36.5,EPAY,2018,1,Technology,Software-Infrastructure,2000.0
2018-01-31,26.31,PFS,2018,1,Financial Services,Banks-Regional,968.0
2018-01-31,31.68,UCBI,2018,1,Financial Services,Banks-Regional,2414.0
2018-01-31,69.7,NTGR,2018,1,Technology,Communication Equipment,803.0
2018-01-31,14.89,RWT,2018,1,Real Estate,REIT-Mortgage,372.0
2018-01-31,11.35,CPE,2018,1,Energy,Oil & Gas E&P,475.0
2018-01-31,6.85,CLF,2018,1,Basic Materials,Steel,2372.0
2018-01-31,54.34,BANR,2018,1,Financial Services,Banks-Regional,2198.0
2018-01-31,18.92,RYAM,2018,1,Basic Materials,Chemicals,4000.0
2018-01-31,16.4,PMT,2018,1,Real Estate,REIT-Mortgage,1.0
2018-01-31,24.46,CATM,2018,1,Industrials,Business Equipment & Supplies,1987.0
2018-01-31,23.2,MRTN,2018,1,Industrials,Trucking,4087.0
2018-01-31,26.64,CHCT,2018,1,Real Estate,REIT-Healthcare Facilities,25.0
2018-01-31,24.56,AKR,2018,1,Real Estate,REIT-Retail,118.0
2018-01-31,74.27,DLX,2018,1,Communication Services,Advertising Agencies,6388.0
2018-01-31,20.19,LMNX,2018,1,Healthcare,Medical Instruments & Supplies,1257.0
2018-01-31,16.81,GME,2018,1,Consumer Cyclical,Specialty Retail,14000.0
2018-01-31,22.76,XNCR,2018,1,Healthcare,Biotechnology,166.0
2018-01-31,88.75,IRBT,2018,1,Technology,Consumer Electronics,1159.0
2018-01-31,5.15,RCM,2018,1,Healthcare,Health Information Services,19000.0
2018-01-31,15.83,UNIT,2018,1,Real Estate,REIT-Specialty,899.0
2018-01-31,55.75,BANF,2018,1,Financial Services,Banks-Regional,1948.0
2018-01-31,10.15,RDNT,2018,1,Healthcare,Diagnostics & Research,6165.0
2018-01-31,20.35,CHEF,2018,1,Consumer Defensive,Food Distribution,2447.0
2018-01-31,40.7,CWT,2018,1,Utilities,Utilities-Regulated Water,1224.0
2018-01-31,11.79,DNOW,2018,1,Energy,Oil & Gas Equipment & Services,2600.0
2018-01-31,34.0,SHEN,2018,1,Communication Services,Telecom Services,1130.0
2018-01-31,23.0,WDR,2018,1,Financial Services,Asset Management,1162.0
2018-01-31,8.9,UIS,2018,1,Technology,Information Technology Services,20800.0
2018-01-31,50.26,KRA,2018,1,Basic Materials,Specialty Chemicals,1944.0
2018-01-31,28.19,DIOD,2018,1,Technology,Semiconductors,6605.0
2018-01-31,35.8,HAYN,2018,1,Industrials,Metal Fabrication,1037.0
2018-01-31,47.05,CLW,2018,1,Basic Materials,Paper & Paper Products,3290.0
2018-01-31,26.87,MIK,2018,1,Consumer Cyclical,Specialty Retail,12000.0
2018-01-31,11.19,VG,2018,1,Communication Services,Telecom Services,2264.0
2018-01-31,23.35,SM,2018,1,Energy,Oil & Gas E&P,530.0
2018-01-31,38.75,TVTY,2018,1,Healthcare,Medical Care Facilities,1000.0
2018-01-31,64.42,PFBC,2018,1,Financial Services,Banks-Regional,279.0
2018-01-31,23.31,ZEUS,2018,1,Basic Materials,Steel,1551.0
2018-01-31,8.6,TRST,2018,1,Financial Services,Banks-Regional,771.0
2018-01-31,21.55,SAH,2018,1,Consumer Cyclical,Auto & Truck Dealerships,9300.0
2018-01-31,10.14,FSP,2018,1,Real Estate,REIT-Office,37.0
2018-01-31,74.15,EXPO,2018,1,Industrials,Consulting Services,901.0
2018-01-31,10.83,RCII,2018,1,Industrials,Rental & Leasing Services,14500.0
2018-01-31,8.12,SITC,2018,1,Real Estate,REIT-Retail,361.0
2018-01-31,36.91,NBTB,2018,1,Financial Services,Banks-Regional,1788.0
2018-01-31,19.04,HOPE,2018,1,Financial Services,Banks-Regional,1416.0
2018-01-31,11.88,CATO,2018,1,Consumer Cyclical,Apparel Retail,10060.0
2018-01-31,6.65,BNED,2018,1,Consumer Cyclical,Specialty Retail,3400.0
2018-01-31,28.57,IIPR,2018,1,Real Estate,REIT-Industrial,14.0
2018-01-31,24.37,SPTN,2018,1,Consumer Defensive,Food Distribution,10400.0
2018-01-31,31.53,TCMD,2018,1,Healthcare,Medical Devices,629.0
2018-01-31,15.6,SPOK,2018,1,Communication Services,Telecom Services,613.0
2018-01-31,34.28,GMS,2018,1,Industrials,Building Products & Equipment,5308.0
2018-01-31,79.75,WTS,2018,1,Industrials,Specialty Industrial Machinery,4800.0
2018-01-31,21.3,VGR,2018,1,Consumer Defensive,Tobacco,1418.0
2018-01-31,26.4,HSII,2018,1,Industrials,Staffing & Employment Services,1746.0
2018-01-31,17.61,SAFE,2018,1,Real Estate,REIT-Diversified,0.0
2018-01-31,10.7,REGI,2018,1,Energy,Oil & Gas Refining & Marketing,829.0
2018-01-31,123.75,WDFC,2018,1,Basic Materials,Specialty Chemicals,522.0
2018-01-31,66.69,GVA,2018,1,Industrials,Engineering & Construction,7000.0
2018-01-31,20.2,RES,2018,1,Energy,Oil & Gas Equipment & Services,2700.0
2018-01-31,73.5,CPK,2018,1,Utilities,Utilities-Regulated Gas,955.0
2018-01-31,60.78,BIG,2018,1,Consumer Defensive,Discount Stores,10500.0
2018-01-31,114.3,CLB,2018,1,Energy,Oil & Gas Equipment & Services,3800.0
2018-01-31,3.74,GLUU,2018,1,Communication Services,Electronic Gaming & Multimedia,715.0
2018-01-31,55.38,DIN,2018,1,Consumer Cyclical,Restaurants,558.0
2018-01-31,32.65,MMI,2018,1,Real Estate,Real Estate Services,877.0
2018-01-31,24.4,BCOR,2018,1,Financial Services,Asset Management,690.0
2018-01-31,29.57,CPF,2018,1,Financial Services,Banks-Regional,789.0
2018-01-31,20.34,FSS,2018,1,Industrials,Pollution & Treatment Controls,3600.0
2018-01-31,22.9,BOOM,2018,1,Energy,Oil & Gas Equipment & Services,741.0
2018-01-31,60.75,EXLS,2018,1,Technology,Information Technology Services,31700.0
2018-01-31,72.65,ABG,2018,1,Consumer Cyclical,Auto & Truck Dealerships,8500.0
2018-01-31,15.65,EVTC,2018,1,Technology,Software-Infrastructure,2300.0
2018-01-31,49.6,CUTR,2018,1,Healthcare,Medical Devices,447.0
2018-01-31,21.69,UCTT,2018,1,Technology,Semiconductor Equipment & Materials,3940.0
2018-01-31,34.8,LMAT,2018,1,Healthcare,Medical Instruments & Supplies,454.0
2018-01-31,18.35,TG,2018,1,Basic Materials,Specialty Chemicals,3000.0
2018-01-31,22.77,COHU,2018,1,Technology,Semiconductor Equipment & Materials,3200.0
2018-01-31,30.8,HFWA,2018,1,Financial Services,Banks-Regional,857.0
2018-01-31,203.85,STMP,2018,1,Technology,Software-Application,1313.0
2018-01-31,28.88,EXTN,2018,1,Energy,Oil & Gas Equipment & Services,3600.0
2018-01-31,66.72,ANIK,2018,1,Healthcare,Biotechnology,154.0
2018-01-31,67.16,ANIP,2018,1,Healthcare,Drug Manufacturers-Specialty & Generic,338.0
2018-01-31,17.16,OPI,2018,1,Real Estate,REIT-Office,0.0
2018-01-31,26.52,ALEX,2018,1,Real Estate,REIT-Diversified,793.0
2018-01-31,77.65,SAFT,2018,1,Financial Services,Insurance-Property & Casualty,609.0
2018-01-31,38.38,ALRM,2018,1,Technology,Software-Application,1361.0
2018-01-31,11.4,OFG,2018,1,Financial Services,Banks-Regional,2405.0
2018-01-31,37.35,HA,2018,1,Industrials,Airlines,7087.0
2018-01-31,47.6,UNFI,2018,1,Consumer Defensive,Food Distribution,28300.0
2018-01-31,37.75,BJRI,2018,1,Consumer Cyclical,Restaurants,22725.0
2018-01-31,47.0,PLAY,2018,1,Consumer Cyclical,Restaurants,15908.0
2018-01-31,20.05,BKE,2018,1,Consumer Cyclical,Apparel Retail,2800.0
2018-01-31,32.33,PBF,2018,1,Energy,Oil & Gas Refining & Marketing,3442.0
2018-01-31,22.45,XPER,2018,1,Technology,Semiconductor Equipment & Materials,1900.0
2018-01-31,29.2,ECHO,2018,1,Industrials,Integrated Freight & Logistics,2513.0
2018-01-31,43.07,RNST,2018,1,Financial Services,Banks-Regional,2527.0
2018-01-31,22.85,SCVL,2018,1,Consumer Cyclical,Apparel Retail,2200.0
2018-01-31,18.55,GHL,2018,1,Financial Services,Capital Markets,405.0
2018-01-31,44.62,VRTU,2018,1,Technology,Information Technology Services,22883.0
2018-01-31,66.55,UHT,2018,1,Real Estate,REIT-Healthcare Facilities,0.0
2018-01-31,153.9,KWR,2018,1,Basic Materials,Specialty Chemicals,4500.0
2018-01-31,13.22,RPT,2018,1,Real Estate,REIT-Retail,104.0
2018-01-31,61.26,GDOT,2018,1,Financial Services,Credit Services,1200.0
2018-01-31,19.42,UBA,2018,1,Real Estate,REIT-Retail,105.0
2018-01-31,59.77,EGRX,2018,1,Healthcare,Drug Manufacturers-Specialty & Generic,108.0
2018-01-31,104.95,SXI,2018,1,Industrials,Specialty Industrial Machinery,3800.0
2018-01-31,110.25,LCII,2018,1,Consumer Cyclical,Recreational Vehicles,10500.0
2018-01-31,14.11,PBI,2018,1,Industrials,Business Equipment & Supplies,11000.0
2018-01-31,60.75,AMSF,2018,1,Financial Services,Insurance-Specialty,431.0
2018-01-31,51.36,AVAV,2018,1,Industrials,Aerospace & Defense,823.0
2018-01-31,4.8,LQDT,2018,1,Consumer Cyclical,Internet Retail,574.0
2018-01-31,39.19,CENT,2018,1,Consumer Defensive,Packaged Foods,5600.0
2018-01-31,3.25,ODP,2018,1,Consumer Cyclical,Specialty Retail,40000.0
2018-01-31,149.8,PLCE,2018,1,Consumer Cyclical,Apparel Retail,3900.0
2018-01-31,42.4,EIG,2018,1,Financial Services,Insurance-Specialty,704.0
2018-01-31,26.51,NXRT,2018,1,Real Estate,REIT-Residential,3.0
2018-01-31,82.1,EBIX,2018,1,Technology,Software-Application,7975.0
2018-01-31,22.03,BLMN,2018,1,Consumer Cyclical,Restaurants,94000.0
2018-01-31,135.85,AMWD,2018,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9900.0
2018-01-31,55.75,SKYW,2018,1,Industrials,Airlines,13700.0
2018-01-31,13.51,CROX,2018,1,Consumer Cyclical,Footwear & Accessories,3803.0
2018-01-31,51.59,AMCX,2018,1,Communication Services,Broadcasting,2114.0
2018-01-31,16.6,EGOV,2018,1,Technology,Software-Application,1000.0
2018-01-31,15.89,CTRE,2018,1,Real Estate,REIT-Healthcare Facilities,52.0
2018-01-31,32.43,CEIX,2018,1,Energy,Thermal Coal,1792.0
2018-01-31,17.52,EHTH,2018,1,Financial Services,Insurance Brokers,1500.0
2018-01-31,65.79,B,2018,1,Industrials,Specialty Industrial Machinery,5749.0
2018-01-31,9.19,IRT,2018,1,Real Estate,REIT-Residential,410.0
2018-01-31,79.0,BCPC,2018,1,Basic Materials,Specialty Chemicals,1341.0
2018-01-31,38.03,ABM,2018,1,Industrials,Specialty Business Services,140000.0
2018-01-31,45.5,AZZ,2018,1,Industrials,Electrical Equipment & Parts,4343.0
2018-01-31,72.03,HP,2018,1,Energy,Oil & Gas Drilling,4138.0
2018-01-31,15.68,TTGT,2018,1,Communication Services,Internet Content & Information,649.0
2018-01-31,44.0,CEVA,2018,1,Technology,Semiconductors,382.0
2018-01-31,12.63,RMBS,2018,1,Technology,Semiconductors,685.0
2018-01-31,29.95,CPSI,2018,1,Healthcare,Health Information Services,2000.0
2018-01-31,4.24,SWN,2018,1,Energy,Oil & Gas E&P,923.0
2018-01-31,20.35,LCI,2018,1,Healthcare,Drug Manufacturers-Specialty & Generic,954.0
2018-01-31,22.4,CLDT,2018,1,Real Estate,REIT-Hotel & Motel,39.0
2018-01-31,27.28,MTOR,2018,1,Consumer Cyclical,Auto Parts,8600.0
2018-01-31,46.1,CRMT,2018,1,Consumer Cyclical,Auto & Truck Dealerships,1750.0
2018-01-31,41.04,BKU,2018,1,Financial Services,Banks-Regional,1493.0
2018-01-31,25.18,SKT,2018,1,Real Estate,REIT-Retail,285.0
2018-01-31,33.71,MDC,2018,1,Consumer Cyclical,Residential Construction,1656.0
2018-01-31,52.25,ECOL,2018,1,Industrials,Waste Management,3800.0
2018-01-31,20.05,GFF,2018,1,Industrials,Tools & Accessories,7400.0
2018-01-31,153.15,CVCO,2018,1,Consumer Cyclical,Residential Construction,5000.0
2018-01-31,164.78,ROG,2018,1,Technology,Electronic Components,3600.0
2018-01-31,71.95,IBP,2018,1,Industrials,Building Products & Equipment,8500.0
2018-01-31,44.56,KFY,2018,1,Industrials,Staffing & Employment Services,8198.0
2018-01-31,16.49,TTMI,2018,1,Technology,Electronic Components,25700.0
2018-01-31,18.64,AMPH,2018,1,Healthcare,Drug Manufacturers-Specialty & Generic,2027.0
2018-01-31,9.29,VRA,2018,1,Consumer Cyclical,Footwear & Accessories,2700.0
2018-01-31,14.4,OSPN,2018,1,Technology,Software-Application,789.0
2018-01-31,37.72,CENTA,2018,1,Consumer Defensive,Packaged Foods,5600.0
2018-01-31,41.45,ECPG,2018,1,Financial Services,Mortgage Finance,7300.0
2018-01-31,16.78,NFBK,2018,1,Financial Services,Banks-Regional,357.0
2018-01-31,63.0,EGBN,2018,1,Financial Services,Banks-Regional,515.0
2018-01-31,18.37,ROIC,2018,1,Real Estate,REIT-Retail,73.0
2018-01-31,53.65,AMN,2018,1,Healthcare,Medical Care Facilities,3236.0
2018-01-31,37.12,NSIT,2018,1,Technology,Information Technology Services,11261.0
2018-01-31,12.05,RPAI,2018,1,Real Estate,REIT-Retail,215.0
2018-01-31,5.7,NYMT,2018,1,Real Estate,REIT-Mortgage,55.0
2018-01-31,22.6,HIBB,2018,1,Consumer Cyclical,Specialty Retail,3500.0
2018-01-31,37.1,ROCK,2018,1,Industrials,Building Products & Equipment,1932.0
2018-01-31,12.45,CNSL,2018,1,Communication Services,Telecom Services,3400.0
2018-01-31,23.52,HSTM,2018,1,Healthcare,Health Information Services,849.0
2018-01-31,22.55,GEO,2018,1,Real Estate,REIT-Healthcare Facilities,23000.0
2018-01-31,15.85,VNDA,2018,1,Healthcare,Biotechnology,284.0
2018-01-31,128.0,VRTS,2018,1,Financial Services,Asset Management,578.0
2018-01-31,17.7,EGHT,2018,1,Technology,Software-Application,1675.0
2018-01-31,7.84,NBR,2018,1,Energy,Oil & Gas Drilling,14000.0
2018-01-31,38.0,JRVR,2018,1,Financial Services,Insurance-Specialty,800.0
2018-01-31,42.47,VREX,2018,1,Healthcare,Medical Devices,2000.0
2018-01-31,18.3,PKE,2018,1,Industrials,Aerospace & Defense,136.0
2018-01-31,11.1,SXC,2018,1,Basic Materials,Coking Coal,1171.0
2018-01-31,74.65,USNA,2018,1,Consumer Defensive,Household & Personal Products,1909.0
2018-01-31,25.37,NSA,2018,1,Real Estate,REIT-Industrial,459.0
2018-01-31,8.4,PLAB,2018,1,Technology,Semiconductor Equipment & Materials,1728.0
2018-01-31,30.15,LZB,2018,1,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500.0
2018-01-31,22.25,CENX,2018,1,Basic Materials,Aluminum,2079.0
2018-01-31,67.68,LGIH,2018,1,Consumer Cyclical,Residential Construction,953.0
2018-01-31,21.06,OMI,2018,1,Healthcare,Medical Distribution,15400.0
2018-01-31,3.65,HLIT,2018,1,Technology,Communication Equipment,1162.0
2018-01-31,20.71,ANF,2018,1,Consumer Cyclical,Apparel Retail,8000.0
2018-01-31,46.1,UEIC,2018,1,Technology,Consumer Electronics,4347.0
2018-01-31,31.92,ICHR,2018,1,Technology,Semiconductor Equipment & Materials,1355.0
2018-01-31,13.1,DSPG,2018,1,Technology,Semiconductors,340.0
2018-01-31,19.7,BANC,2018,1,Financial Services,Banks-Regional,600.0
2018-01-31,21.54,SPPI,2018,1,Healthcare,Biotechnology,146.0
2018-01-31,15.95,PGTI,2018,1,Industrials,Building Products & Equipment,3000.0
2018-01-31,32.41,MTDR,2018,1,Energy,Oil & Gas E&P,304.0
2018-01-31,13.08,CFFN,2018,1,Financial Services,Banks-Regional,668.0
2018-01-31,16.9,GCI,2018,1,Communication Services,Publishing,21255.0
2018-01-31,52.65,RRGB,2018,1,Consumer Cyclical,Restaurants,24586.0
2018-01-31,12.7,IRDM,2018,1,Communication Services,Telecom Services,497.0
2018-01-31,19.32,UIHC,2018,1,Financial Services,Insurance-Property & Casualty,363.0
2018-01-31,18.4,IVC,2018,1,Healthcare,Medical Devices,3900.0
2018-01-31,23.03,ENSG,2018,1,Healthcare,Medical Care Facilities,24500.0
2018-01-31,66.0,CPRI,2018,1,Consumer Cyclical,Apparel Manufacturing,10834.0
2018-01-31,58.99,PLT,2018,1,Technology,Communication Equipment,6584.0
